"cardSecondary__media src","cardSecondary__media-count","updated-date 2","price__tag","price","cardSecondary__info-wrapper_detail-basic-content href","cardSecondary__info-wrapper_detail-basic-content","cardSecondary__info-wrapper_detail-basic-content 2","left","left 2","right","right 3","cardSecondary__info-agent href","avatar src","Svg href 5","agent-detail_name","agent-detail_name 2","text","text 2"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2Fed15bad9-283d-4e6c-b364-380f7a97d524%2F2024-07-06-01-46-50-31f316d6-f156-4d4e-8eff-f0bc5fafdcec.jpg&w=1920&q=75","18","06/07/2024","Rp3,85 Miliar","Cicilan Mulai Rp.20,3 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-3mily-duren-sawit-1007004712","Brand New House Modern Scandinavian Siap Huni Dalam Komplek One Gate System Di Pondok Bambu Jakarta Timur","Duren Sawit, Jakarta Timur","4","3","172 m²","170 m²","https://www.99.co/id/agent/ekalina","","[object Object]","lina","Agen","+62812...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F12b99edf-a557-4082-805e-763d1f772edf%2F2024-07-06-01-44-51-bd76ac6a-82ec-4bf3-a70d-50c7c4751a05.jpg&w=1920&q=75","2","06/07/2024","Rp10 Miliar","Cicilan Mulai Rp.52,8 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-10mily-kebayoran-lama-1007004706","Rumah Jl. Tanah Kusir Kebayoran Lama, Jakarta Selatan","Kebayoran Lama, Jakarta Selatan","5","4","409 m²","200 m²","https://www.99.co/id/agent/kelapa%20gading","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F80%2F80%2Fcrop%2Ffalse%2Fproduction%2Fimage%2Fuser%2F12b99edf-a557-4082-805e-763d1f772edf%2F2024-06-20-04-57-01-76aa79f7-acc0-4aaf-96d0-e6e2530dee8a.jpg&w=256&q=75","[object Object]","Witono LJHKGT","Agen","+62812...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F1ccec281-e027-4035-8a96-4f7231b27800%2F2024-07-06-00-43-32-0748cd35-ddc7-4566-a20d-8cecd8fee75e.jpg&w=1920&q=75","4","06/07/2024","Rp2,8 Miliar","Cicilan Mulai Rp.14,7 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-2mily-matraman-1007004248","Keren ini Gaiss √ Utan kayu Selatan Jl 2mobil Matraman","Utan Kayu, Matraman, Jakarta Timur","5","2","114 m²","200 m²","https://www.99.co/id/agent/WieAgent","","[object Object]","Wie Mitrapro","Agen Independen","+62878...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F2cf18197-151a-4bce-ba5c-729666bd2d24%2F2024-07-06-01-14-52-b4c6637b-d377-4ff0-aa9b-dc107c9493a3.jpg&w=1920&q=75","12","06/07/2024","Rp12,5 Miliar","Cicilan Mulai Rp.66, Juta/bulan","https://www.99.co/id/properti/rumah-dijual-12mily-pasar-minggu-1007004397","Jual Rumah Ampera jakarta selatan","Ampera, Pasar Minggu, Jakarta Selatan","5","4","451 m²","300 m²","https://www.99.co/id/agent/Joko.SPIProperty","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-pic%2Fagent%2F31388093%2F68378596%2F80%2F80.jpeg&w=256&q=75","[object Object]","Joko Suryo","Agen","+62817...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F30833d69-857b-45c2-ae69-a806e94882a0%2F2024-07-06-01-13-39-500e86df-fa96-4699-87f7-b50891624384.jpg&w=1920&q=75","2","06/07/2024","Rp3,5 Miliar","Cicilan Mulai Rp.18,4 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-3mily-pulo-gadung-1007004425","Rumah Kayu Putih Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur","7","2","120 m²","200 m²","https://www.99.co/id/agent/specialistkg20","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F80%2F80%2Fcrop%2Ffalse%2Fproduction%2Fimage%2Fuser%2F30833d69-857b-45c2-ae69-a806e94882a0%2F2024-06-14-02-12-15-5775ce7e-043f-4c5c-a0d8-4e0bae711654.jpg&w=256&q=75","[object Object]","Witono LJHKGT","Agen","+62858...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F30833d69-857b-45c2-ae69-a806e94882a0%2F2024-07-06-01-11-32-a3cfb204-8264-49af-bcf7-15c7a0a2fb19.jpg&w=1920&q=75","2","06/07/2024","Rp1,9 Miliar","Cicilan Mulai Rp.10 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-1mily-johar-baru-1007004396","Rumah Jl. Rawa Selatan Johar Baru, Jakarta Pusat","Johar Baru, Jakarta Pusat","3","2","60 m²","60 m²","https://www.99.co/id/agent/specialistkg20","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F80%2F80%2Fcrop%2Ffalse%2Fproduction%2Fimage%2Fuser%2F30833d69-857b-45c2-ae69-a806e94882a0%2F2024-06-14-02-12-15-5775ce7e-043f-4c5c-a0d8-4e0bae711654.jpg&w=256&q=75","[object Object]","Witono LJHKGT","Agen","+62858...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F30833d69-857b-45c2-ae69-a806e94882a0%2F2024-07-06-01-09-33-e0942349-e261-4890-88e6-d45a78f2dad1.jpg&w=1920&q=75","2","06/07/2024","Rp5,6 Miliar","Cicilan Mulai Rp.29,5 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-5mily-kelapa-gading-1007004370","Rumah Mitra Gading Villa Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara","5","3","128 m²","270 m²","https://www.99.co/id/agent/specialistkg20","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F80%2F80%2Fcrop%2Ffalse%2Fproduction%2Fimage%2Fuser%2F30833d69-857b-45c2-ae69-a806e94882a0%2F2024-06-14-02-12-15-5775ce7e-043f-4c5c-a0d8-4e0bae711654.jpg&w=256&q=75","[object Object]","Witono LJHKGT","Agen","+62858...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F2cf18197-151a-4bce-ba5c-729666bd2d24%2F2024-07-06-01-08-40-68015f8a-67e6-462b-8182-7173036113d0.jpg&w=1920&q=75","8","06/07/2024","Rp1,4 Miliar","Cicilan Mulai Rp.7,39 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-1mily-jagakarsa-1007004341","Townhouse exclusive murah di jagakarsa","Cipedak, Jagakarsa, Jakarta Selatan","3","2","60 m²","120 m²","https://www.99.co/id/agent/Joko.SPIProperty","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-pic%2Fagent%2F31388093%2F68378596%2F80%2F80.jpeg&w=256&q=75","[object Object]","Joko Suryo","Agen","+62817...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F30833d69-857b-45c2-ae69-a806e94882a0%2F2024-07-06-01-05-15-672035b0-2862-4cd7-9f21-69a6fb954580.jpg&w=1920&q=75","2","06/07/2024","Rp4,5 Miliar","Cicilan Mulai Rp.23,7 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-4mily-kelapa-gading-1007004335","Rumah Kelapa Puyuh Raya Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara","3","2","204 m²","204 m²","https://www.99.co/id/agent/specialistkg20","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F80%2F80%2Fcrop%2Ffalse%2Fproduction%2Fimage%2Fuser%2F30833d69-857b-45c2-ae69-a806e94882a0%2F2024-06-14-02-12-15-5775ce7e-043f-4c5c-a0d8-4e0bae711654.jpg&w=256&q=75","[object Object]","Witono LJHKGT","Agen","+62858...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F30833d69-857b-45c2-ae69-a806e94882a0%2F2024-07-06-01-03-05-6d900470-9de9-4df1-ac6b-3e2cf0d9f12e.jpg&w=1920&q=75","2","06/07/2024","Rp6,4 Miliar","Cicilan Mulai Rp.33,7 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-6mily-pulo-gadung-1007004328","Rumah Jl. Pulo Mas Barat Kayu Putih, Pulo Gadung, Jakarta Timur","Pulo Gadung, Jakarta Timur","3","4","145 m²","450 m²","https://www.99.co/id/agent/specialistkg20","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F80%2F80%2Fcrop%2Ffalse%2Fproduction%2Fimage%2Fuser%2F30833d69-857b-45c2-ae69-a806e94882a0%2F2024-06-14-02-12-15-5775ce7e-043f-4c5c-a0d8-4e0bae711654.jpg&w=256&q=75","[object Object]","Witono LJHKGT","Agen","+62858...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F12b99edf-a557-4082-805e-763d1f772edf%2F2024-07-07-04-11-25-a86f71c7-a71f-48de-a248-9f6a093228dd.jpg&w=1920&q=75","2","07/07/2024","Rp3,4 Miliar","Cicilan Mulai Rp.17,9 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-3mily-tanjung-priok-1007018661","Rumah Komplek DKI Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara","4","3","70 m²","230 m²","https://www.99.co/id/agent/kelapa%20gading","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F80%2F80%2Fcrop%2Ffalse%2Fproduction%2Fimage%2Fuser%2F12b99edf-a557-4082-805e-763d1f772edf%2F2024-06-20-04-57-01-76aa79f7-acc0-4aaf-96d0-e6e2530dee8a.jpg&w=256&q=75","[object Object]","Witono LJHKGT","Agen","+62812...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F12b99edf-a557-4082-805e-763d1f772edf%2F2024-07-07-04-09-21-7ff3ae54-f35f-4df4-b6cf-1d40bf8a2681.jpg&w=1920&q=75","2","07/07/2024","Rp2,6 Miliar","Cicilan Mulai Rp.13,7 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-2mily-cakung-1007018648","Rumah Cluster Shinano Jakarta Garden City, Cakung, Jakarta Timur","Cakung, Jakarta Timur","3","2","102 m²","92 m²","https://www.99.co/id/agent/kelapa%20gading","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F80%2F80%2Fcrop%2Ffalse%2Fproduction%2Fimage%2Fuser%2F12b99edf-a557-4082-805e-763d1f772edf%2F2024-06-20-04-57-01-76aa79f7-acc0-4aaf-96d0-e6e2530dee8a.jpg&w=256&q=75","[object Object]","Witono LJHKGT","Agen","+62812...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F85e2ec39-af11-442e-a7d2-742fbdf155c5%2F2024-07-07-03-58-32-df229162-dc1e-49fb-9241-1989590e9e72.jpg&w=1920&q=75","2","07/07/2024","Rp10 Miliar","Cicilan Mulai Rp.52,8 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-10mily-cengkareng-1007018575","Rumah Taman Palem Lestari Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat","10","10","400 m²","200 m²","https://www.99.co/id/agent/specialistkg99","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F80%2F80%2Fcrop%2Ffalse%2Fproduction%2Fimage%2Fuser%2F85e2ec39-af11-442e-a7d2-742fbdf155c5%2F2023-11-22-03-40-30-49080394-06d2-4d76-b862-909da1046d0d.jpg&w=256&q=75","[object Object]","propertyspecialist.id","Agen","+62813...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F85e2ec39-af11-442e-a7d2-742fbdf155c5%2F2024-07-07-03-56-17-202890fd-bda3-4af1-a12d-83705e48372b.jpg&w=1920&q=75","2","07/07/2024","Rp1,75 Miliar","Cicilan Mulai Rp.9,23 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-1mily-kelapa-gading-1007018559","Rumah Jl. Mataram Beacukai, Sukapura, Jakarta Utara","Kelapa Gading, Jakarta Utara","3","2","97 m²","170 m²","https://www.99.co/id/agent/specialistkg99","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F80%2F80%2Fcrop%2Ffalse%2Fproduction%2Fimage%2Fuser%2F85e2ec39-af11-442e-a7d2-742fbdf155c5%2F2023-11-22-03-40-30-49080394-06d2-4d76-b862-909da1046d0d.jpg&w=256&q=75","[object Object]","propertyspecialist.id","Agen","+62813...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F85e2ec39-af11-442e-a7d2-742fbdf155c5%2F2024-07-07-03-54-13-7762f217-9c2c-4341-b2ab-b8fb28e5c55e.jpg&w=1920&q=75","2","07/07/2024","Rp1,9 Miliar","Cicilan Mulai Rp.10 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-1mily-kelapa-gading-1007018548","Rumah Gading Elok Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara","1","1","102 m²","1 m²","https://www.99.co/id/agent/specialistkg99","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F80%2F80%2Fcrop%2Ffalse%2Fproduction%2Fimage%2Fuser%2F85e2ec39-af11-442e-a7d2-742fbdf155c5%2F2023-11-22-03-40-30-49080394-06d2-4d76-b862-909da1046d0d.jpg&w=256&q=75","[object Object]","propertyspecialist.id","Agen","+62813...","Whatsapp"
"https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F618%2F412%2Fcrop%2Ftrue%2Fproduction%2Fimage%2Fuser%2F30833d69-857b-45c2-ae69-a806e94882a0%2F2024-07-07-03-40-34-70f2f30b-b206-42c8-8242-2ca4bd24890c.jpg&w=1920&q=75","2","07/07/2024","Rp1,6 Miliar","Cicilan Mulai Rp.8,44 Juta/bulan","https://www.99.co/id/properti/rumah-dijual-1mily-kelapa-gading-1007018441","Rumah BCS Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara","3","2","90 m²","90 m²","https://www.99.co/id/agent/specialistkg20","https://www.99.co/id/_next/image?url=https%3A%2F%2Fwww.99.co%2Fid%2Fimg-regional%2F80%2F80%2Fcrop%2Ffalse%2Fproduction%2Fimage%2Fuser%2F30833d69-857b-45c2-ae69-a806e94882a0%2F2024-06-14-02-12-15-5775ce7e-043f-4c5c-a0d8-4e0bae711654.jpg&w=256&q=75","[object Object]","Witono LJHKGT","Agen","+62858...","Whatsapp"
